id,city,name,link,img,address,rating,price,Swimming pool [indoor],Sauna,Golf course [on-site],Garden,Tennis court,Massage,Shared kitchen,Smoking area,Swimming pool [outdoor],Shops,Kids club,Badminton court,Poolside bar,Front desk [24-hour],Restaurants,Fitness center,Playground,Family room,Bar,Kitchen,Golf course (within 3 km),Spa
HoChiMinh34,Ho Chi Minh,Thien Thao Hotel,https://www.agoda.com/thien-thao-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/159/159176/159176_15033100000026603831.jpg?s=1024x768,"89 Cao Thang Street, Ward 3, District 3, District 3, Ho Chi Minh City, Vietnam",7.9,545824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HoChiMinh35,Ho Chi Minh,Beautiful Saigon Boutique Hotel,https://www.agoda.com/beautiful-saigon-boutique-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/281/281840/281840_15100516490036651412.jpg?s=1024x768,"40/13-17-19-21 Bui Vien Street, District 01, District 1, Ho Chi Minh City, Vietnam",8.4,868890,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
HoChiMinh36,Ho Chi Minh,Bach Suites Saigon,https://www.agoda.com/bach-suites-saigon_2/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/4621458/-1/474150d391ad7ce1978b3c6b483b3063.jpg?s=1024x768,"10A Pham Ngoc Thach, District 3, Ho Chi Minh City, Vietnam, 700000",9.1,4827726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
HoChiMinh37,Ho Chi Minh,Roseland Corp Hotel,https://www.agoda.com/roseland-corp-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/115/1158663/1158663_16092213130046779059.jpg?s=1024x768,"8A/6D2 Thái Văn Lung Street (Japanese Area), District 1, Ho Chi Minh City, Vietnam, 70000",8.3,1270909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HoChiMinh38,Ho Chi Minh,Eden Garden Hotel,https://www.agoda.com/eden-garden-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=3,https://pix6.agoda.net/hotelImages/569561/-1/0b093a19eda013a8c63690e6595d8006.jpg?s=1024x768,"28/12 Bui Vien Street, Pham Ngu Lao Ward, District 1, Ho Chi Minh City, Vietnam",7.2,562597,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
HoChiMinh39,Ho Chi Minh,Cozy House 140,https://www.agoda.com/cozy-house-140_2/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=1,https://pix5.agoda.net/hotelImages/2284724/-1/05cf8cf7195cdae9d26c4dd4fba2d501.jpg?s=1024x768,"140 Cong Quynh, Pham Ngu Lao Ward, District 1, Ho Chi Minh City, Vietnam",8.7,386580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh40,Ho Chi Minh,Thao Dien Melia Service Apartment,https://www.agoda.com/thao-dien-melia-service-apartment/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/618/6180179/6180179_18112715070069948640.jpg?s=1024x768,"12A, 43 street, thao dien ward, dist 2, hcm, District 2, Ho Chi Minh City, Vietnam, 70000",7.0,528277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
HoChiMinh41,Ho Chi Minh,Dai Nam Hotel,https://www.agoda.com/dai-nam-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/736/73600/73600_15062215450030258983.jpg?s=1024x768,"79 Tran Hung Dao, District 1, Ho Chi Minh City, Vietnam,",6.9,818182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
HoChiMinh42,Ho Chi Minh,The Blue Hotel,https://www.agoda.com/the-blue-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/2817185/-1/b2d8a6aa1f711b58d2545112246fd33b.jpg?s=1024x768,"2/37 Phan Thuc Duyen, Ward 4, Tan Binh Dist, Tan Binh, Ho Chi Minh City, Vietnam, 70000",7.6,481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh43,Ho Chi Minh,Watage Guest House,https://www.agoda.com/watage-guest-house/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/5500562/-1/5bb1edb2329794ac9d39c9213b8015df.jpg?s=1024x768,"253 Ly Tu Trong Street, Ben Thanh ward, District 1, District 1, Ho Chi Minh City, Vietnam, 700000",9.1,154978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh44,Ho Chi Minh,Long Thanh Hotel Saigon,https://www.agoda.com/long-thanh-hotel-saigon/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/876/876964/876964_15080311000033521448.jpg?s=1024x768,"35 Bach Dang, Ward 2, Tan Binh, Ho Chi Minh City, Vietnam, 70000",6.1,303028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh45,Ho Chi Minh,Liberty Hotel Saigon Parkview,https://www.agoda.com/liberty-hotel-saigon-parkview/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/109/10987/10987_15070314170031636928.jpg?s=1024x768,"265 Pham Ngu Lao Street, District 1, District 1, Ho Chi Minh City, Vietnam, 700000",7.7,1194022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
HoChiMinh46,Ho Chi Minh,Eden Garden II Hotel,https://www.agoda.com/eden-garden-ii-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/1620362/-1/5686e9d76b8030ae89fdb1eedab3c721.jpg?s=1024x768,"175/21 Pham Ngu Lao St, Pham Ngu Lao Ward, District 1, Ho Chi Minh City, Vietnam, 700000",5.8,561039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh47,Ho Chi Minh,Phuong Hoang Hotel,https://www.agoda.com/phuong-hoang-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/199/1994731/1994731_17021514520051042119.jpg?s=1024x768,"210/10 Cach Mang Thang Tam St, District 3, Ho Chi Minh City, Vietnam, 70000",6.7,333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh48,Ho Chi Minh,Thanh Nien Guest House,https://www.agoda.com/thanh-nien-guest-house_3/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/64744339.jpg?k=4c9c0ddeba1f0337ba007c90005c4e0122784fdc76d1ab5595df7765a49279c9&o=,"212 Nguyen Dinh Chieu, District 3, Ho Chi Minh City, Vietnam",8.4,486364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh49,Ho Chi Minh,Thai Anh House,https://www.agoda.com/thai-anh-house_2/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/6983126/-1/d9fea2d484f45e015526aa671b19df86.jpg?s=1024x768,"21/12/4 Ly Chinh Thang, Ward 8, District 3, Ho Chi Minh City, Vietnam, 700000",6.9,690909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh50,Ho Chi Minh,Vilion Central Hotel,https://www.agoda.com/vilion-central-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=3,https://pix6.agoda.net/hotelImages/746/746865/746865_15072913390033255242.jpg?s=1024x768,"43 Le Anh Xuan Street , Ben Thanh Ward, District 1, Ho Chi Minh City, Vietnam",6.9,430691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh51,Ho Chi Minh,Saigon View Residence,https://www.agoda.com/saigon-view-residence/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=4,https://pix5.agoda.net/hotelImages/176853/-1/9daedad602c6e09f3849a8cb3aa274fe.jpg?s=1024x768,"117 Nguyen Cuu Van street,Ward 17, Binh Thanh district, Binh Thanh, Ho Chi Minh City, Vietnam",8.0,1050000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
HoChiMinh52,Ho Chi Minh,Alagon Zen Hotel & Spa,https://www.agoda.com/alagon-zen-hotel-spa/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/159186/-1/8d0652ca981168fdf003f5aa7b729173.jpg?s=1024x768,"46-46bis Thu Khoa Huan Street, District 1, District 1, Ho Chi Minh City, Vietnam",8.9,2837229,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HoChiMinh53,Ho Chi Minh,C Central Hotel,https://www.agoda.com/c-central-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/162/1623923/1623923_17010201080050080528.jpg?s=1024x768,"216 De Tham Street & 40 Bui vien Street, District 1, Ho Chi Minh City, Vietnam, 700000",8.5,1167626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh54,Ho Chi Minh,Thanh An Hotel,https://www.agoda.com/thanh-an-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/706156/-1/f1cf55e309c491fb5b4d8c4ab8e35dea.jpg?s=1024x768,"89-91 Street HT45, Hiep Thanh Ward, District 12, Ho Chi Minh City, Vietnam, 70000",7.3,298701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh55,Ho Chi Minh,Silverland Charner,https://www.agoda.com/silverland-charner/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/5794766/-1/61f0ff81973e4a7e33a6694d169ce205.jpg?s=1024x768,"87-89-91 Ho Tung Mau, District 1, District 1, Ho Chi Minh City, Vietnam, 700000",9.1,1880395,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
HoChiMinh56,Ho Chi Minh,Rex Hotel Saigon,https://www.agoda.com/rex-hotel-saigon/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/109/10989/10989_16092614440046922471.jpg?s=1024x768,"141 Nguyen Hue Boulevard, District 1, District 1, Ho Chi Minh City, Vietnam, 701000",8.4,2920440,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
HoChiMinh58,Ho Chi Minh,RedDoorz near Tan Son Nhat Airport 3,https://www.agoda.com/reddoorz-near-tan-son-nhat-airport-3_2/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/616/6165676/6165676_18112610210069925396.jpg?s=1024x768,"B102 Duong Bach Dang, Phuong 2, Tan Binh, Tan Binh, Ho Chi Minh City, Vietnam, 000000",7.1,408000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh59,Ho Chi Minh,OYO 113 Horizon Hotel,https://www.agoda.com/oyo-113-horizon-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=1,https://pix5.agoda.net/hotelImages/5951308/-1/a7a93c2fda5577d876ec6fd344b521b9.jpg?s=1024x768,"30 De Tham Street, District 1, Ho Chi Minh City, District 1, Ho Chi Minh City, Vietnam, 700000",8.7,869834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh60,Ho Chi Minh,Yen Nam Hotel,https://www.agoda.com/yen-nam-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/896/896754/896754_15080311270033523855.jpg?s=1024x768,"219 Nguyen Trong Tuyen St, Ward 8, Phu Nhuan, Ho Chi Minh City, Vietnam, 70000",7.2,493506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh61,Ho Chi Minh,TTC Hotel Deluxe Airport,https://www.agoda.com/ttc-hotel-deluxe-airport/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/115/1155111/1155111_17032015250051633917.jpg?s=1024x768,"315 Hoang Van Thu Street, Ward 2, Tan Binh Ward, Tan Binh, Ho Chi Minh City, Vietnam, 70000",7.4,925266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
HoChiMinh62,Ho Chi Minh,RedDoorz @ Hai Ba Trung Street,https://www.agoda.com/reddoorz-hai-ba-trung-street/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/7023843/-1/eee4675c8c7b3f8fab4a5b2bdb1c5f0c.jpg?s=1024x768,"253 Hai Ba Trung, Ward 6, District 3, District 1, Ho Chi Minh City, Vietnam, 0",6.9,537229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh63,Ho Chi Minh,Mekong 9 Hotel Saigon,https://www.agoda.com/mekong-9-hotel-saigon/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=3,https://pix5.agoda.net/hotelImages/689/689820/689820_15060410240028434477.jpg?s=1024x768,"20 Ho Bieu Chanh Street, Ward 11, Phu Nhuan District, Phu Nhuan, Ho Chi Minh City, Vietnam, 70000",7.4,657218,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HoChiMinh64,Ho Chi Minh,Daisy Hotel,https://www.agoda.com/daisy-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/618/6180234/6180234_18112809450069967524.jpg?s=1024x768,"77A Tran Quang Dieu, phuong 13, Quan 3, District 3, Ho Chi Minh City, Vietnam, 70000",8.9,432900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh65,Ho Chi Minh,Sen Viet Hotel,https://www.agoda.com/sen-viet-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/173/173622/173622_17071717250054503471.jpg?s=1024x768,"33 Cao Thang Street, District 3, District 3, Ho Chi Minh City, Vietnam",7.6,1168831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HoChiMinh66,Ho Chi Minh,Thanh Hostel,https://www.agoda.com/thanh-hostel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/247/247858/247858_17010418500050125754.jpg?s=1024x768,"84/26 Bui Vien Street, Pham Ngu Lao Ward, District 1, District 1, Ho Chi Minh City, Vietnam",7.1,259740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh67,Ho Chi Minh,A in Hotel Glamour,https://www.agoda.com/a-in-hotel-glamour/hotel/all/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/163120364.jpg?k=51845c3a8030ecf9717e2a685d19d09f9d4f1271ffdd212d4edb67f9c1f374b5&o=,"63/1-63/3 Đường 19, Phường Bình An, Quận 2 63/1-63/3 Đường 19, Phường Bình An, Quận 2, District 2, Ho Chi Minh City, Vietnam",7.5,427273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh68,Ho Chi Minh,OYO 143 The K9 Central Hotel,https://www.agoda.com/oyo-143-the-k9-central-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=2,https://pix6.agoda.net/hotelImages/6499021/-1/4aa10822c1b8afe2592e213b242466bd.jpg?s=1024x768,"70-72-74, Ton That Dam, Phuong Ben Nghe, Quan 1, Ben Nghe, Ho Chi Minh, District 1, Ho Chi Minh City, Vietnam, 700000",7.9,261179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh69,Ho Chi Minh,Huong Sen Hotel,https://www.agoda.com/huong-sen-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/109/10977/10977_14090911150021964688.jpg?s=1024x768,"66 - 68 - 70 Dong Khoi Street, District 1, District 1, Ho Chi Minh City, Vietnam,",8.2,2244156,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
HoChiMinh70,Ho Chi Minh,RedDoorz near Nguyen Hue Walking Street 2,https://www.agoda.com/reddoorz-near-nguyen-hue-walking-street-2/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/712/7121990/7121990_19042311100073912474.jpg?s=1024x768,"51 Huynh Thuc Khang, District 1, Ho Chi Minh City, Vietnam, 0000",9.0,367100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh71,Ho Chi Minh,First Hotel,https://www.agoda.com/first-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=4,https://pix5.agoda.net/hotelImages/501/50114/50114_14021415100018344569.jpg?s=1024x768,"18 Hoang Viet St, Tan Binh District, Tan Binh, Ho Chi Minh City, Vietnam,",7.8,1243506,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
HoChiMinh72,Ho Chi Minh,Amena Residences & Suites Managed by Melia,https://www.agoda.com/amena-residences-suites-managed-by-melia/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/232/2320602/2320602_17060615500053504892.jpg?s=1024x768,"24 Le Thanh Ton, District 1, Ho Chi Minh City, Vietnam, 70000, District 1, Ho Chi Minh City, Vietnam, 70000",8.6,2165584,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
HoChiMinh73,Ho Chi Minh,JoJo Dorm Homestay,https://www.agoda.com/jojo-dorm-homestay/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=2,https://pix5.agoda.net/hotelImages/491/4915320/4915320_18041719380063457277.jpg?s=1024x768,"37 phan chu trinh St., Ben Thanh Ward, District 1, HCMC, Vietnam, District 1, Ho Chi Minh City, Vietnam, 700000",8.9,309091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh74,Ho Chi Minh,Triple E Home - May House,https://www.agoda.com/triple-e-home-may-house/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/6853320/-1/194b5dd9e239f573a06db2b04bd8ad01.jpg?s=1024x768,"365D Tran Hung Dao Street, Cau Kho Ward, District 1, District 1, Ho Chi Minh City, Vietnam, 700000",8.3,653853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh75,Ho Chi Minh,ROOM@SAIGON,https://www.agoda.com/room-saigon/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1&tspTypes=2,https://pix6.agoda.net/hotelImages/1207000/-1/0b116c414303c1edde5a6ab1b3307116.jpg?s=1024x768,"193 Nguyen Thai Hoc, Pham Ngu Lao Ward, District 1, Ho Chi Minh City, Vietnam, 70000",7.5,390043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh76,Ho Chi Minh,Bao Lam Hotel,https://www.agoda.com/bao-lam-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix5.agoda.net/hotelImages/637/6377595/6377595_18121912570070464177.jpg?s=1024x768,"145/15A Do Xuan Hop, Phuong Phuoc Long B, , District 9, Ho Chi Minh City, Vietnam, 70000",8.6,285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
HoChiMinh77,Ho Chi Minh,Anh Sao Xanh,https://www.agoda.com/anh-sao-xanh_2/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/215/2159445/2159445_17061210160053601864.jpg?s=1024x768,"202/18 To Hieu Street, Tan Phu, Tan Phu, Ho Chi Minh City, Vietnam, 700000",7.8,272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoChiMinh79,Ho Chi Minh,Love Hotel,https://www.agoda.com/love-hotel/hotel/ho-chi-minh-city-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=7ea67f1d-6ab2-44f3-9fd7-07f3a5e2de62&travellerType=1,https://pix6.agoda.net/hotelImages/620/6206767/6206767_18113017010070026090.jpg?s=1024x768,"11A Tran Binh Trong, Phuong 5, Binh Thanh, Binh Thanh, Ho Chi Minh City, Vietnam, 00000",7.1,497619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
