id,city,name,link,img,address,rating,price,Front desk [24-hour],Kids club,Playground,Kitchen,Swimming pool [indoor],Golf course [on-site],Swimming pool [kids],Hot tub,Jacuzzi,Steamroom,Shared kitchen,Nightclub,Family room,Garden,Massage,Swimming pool [outdoor],Bar,Spa,Golf course (within 3 km),Shops,Sauna,Tennis court,Fitness center,Babysitting service,Restaurants
DaLat254,Da Lat,Dalat Garden Hostel,https://www.agoda.com/dalat-garden-hostel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix6.agoda.net/hotelImages/441/4415614/4415614_18031315540062736524.jpg?s=1024x768,"23 Suong Nguyet Anh,Ward 9, Dalat City, Lam Dong Province, Xuan Huong Lake Area, Dalat, Vietnam, 650000",8.5,562771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat255,Da Lat,Vu Minh Quan Hotel,https://www.agoda.com/vu-minh-quan-hotel/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/max500/98772223.jpg?k=dbfdf032ded07588c1babfd24b41e965dac2ec83afd678127de983ad19a80bb8&o=,"18 Pham Ngu Lao, Da Lat , Lam Dong, Dalat City Center, Dalat, Vietnam",8.5,303030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat256,Da Lat,Kim Oanh Orchids Hotel,https://www.agoda.com/kim-oanh-orchids-hotel_2/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/9364451/-1/c28e7df56490e1d2838b5c850c21fb7a.jpg?s=1024x768,"24 Khu Hoa Binh, Dalat City Center, Dalat, Vietnam, 66100",9.3,454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat257,Da Lat,Joy Villa,https://www.agoda.com/joy-villa_4/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix6.agoda.net/hotelImages/525/5259644/5259644_18070215550066592976.jpg?s=1024x768,"2 Khoi Nghia Bac Son Street, Ward 10, DaLat City, Lam Dong Province, Old Train Station, Dalat, Vietnam, 670000",8.1,863636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat258,Da Lat,DaLach Farm,https://www.agoda.com/dalach-farm/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix6.agoda.net/hotelImages/3817079/-1/f99f8c91e87870b4e4fd047d8231f10b.jpg?s=1024x768,"thua 43 - Mimosa, Tuyen Lam Lake, Dalat, Vietnam, 670000",6.4,1038961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat259,Da Lat,Vanda Garden Hill,https://www.agoda.com/vanda-garden-hill_2/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=9,https://q-xx.bstatic.com/xdata/images/hotel/840x460/82617895.jpg?k=92e5842dddbff2a3865ef1c5d256273d84075f8b25ab7a298cee2ac7bd9e6299&o=,"39 Trieu Viet Vuong, Tuyen Lam Lake, Dalat, Vietnam",7.4,384416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat260,Da Lat,ATP Guesthouse,https://www.agoda.com/atp-guesthouse/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=6,https://q-xx.bstatic.com/xdata/images/hotel/840x460/111934597.jpg?k=60b1b6d60598504d49f8d62198f049b1b48c031ee1983cfb022eb8bf4ac561fb&o=,"46 Pham Ngoc Thach, Da Lat, Dalat City Center, Dalat, Vietnam",8.1,181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat261,Da Lat,7S Hotel Phuoc Trang Dalat,https://www.agoda.com/7s-hotel-phuoc-trang-dalat/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix6.agoda.net/hotelImages/6420149/-1/7153577979a6949ea4202fb5e1bfeac0.jpg?s=1024x768,"58B le thanh ton, ward 6, Dalat City Center, Dalat, Vietnam, 66150",8.7,1038961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat262,Da Lat,SANY Hostel,https://www.agoda.com/sany-hostel/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/171708586.jpg?k=b894c1b4b90af8cf9a737e49152288d9ec4bf9711c09ea64d855d719b7966d83&o=,"A29 To Hien Thanh street, District 3, Dalat city, Dalat City Center, Dalat, Vietnam",9.5,266667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat263,Da Lat,Hong Tung Hotel,https://www.agoda.com/hong-tung-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix6.agoda.net/hotelImages/569/5697411/5697411_18092308470068114506.jpg?s=1024x768,"85-87 Nguyen Cong Tru, ward 2, Cam Ly Falls, Dalat, Vietnam, 670000",9.0,284848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat264,Da Lat,Hoang Minh Chau Hotel,https://www.agoda.com/hoang-minh-chau-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=2,https://pix6.agoda.net/hotelImages/109/1094053/1094053_15100208400036596116.jpg?s=1024x768,"10 Nguyen Chi Thanh Street,ward 1, Dalat City Center, Dalat, Vietnam, 670000",8.0,519481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat266,Da Lat,Bo Cong Anh,https://www.agoda.com/bo-cong-anh/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/2065083/-1/04a844812f186a7a7e6d92f06df8107c.jpg?s=1024x768,"30 Nguyen Cong Tru, phuong 8, Da Lat, Lam Dong, Cam Ly Falls, Dalat, Vietnam, 8463",7.4,160173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat267,Da Lat,Luu Ly Hotel,https://www.agoda.com/luu-ly-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix6.agoda.net/hotelImages/6600075/-1/22f8976a924335d77ca09d917403cc38.jpg?s=1024x768,"B3-13 Golf Valley, Ward 2, Dalat City Center, Dalat, Vietnam, 670000",7.7,309236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat268,Da Lat,Villa Tuan Vu Da Lat,https://www.agoda.com/villa-tuan-vu-da-lat/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/196366486.jpg?k=bf562e1191255635301a4ea95546e924e2a0a7996cc017c7e4721e7d600902bb&o=,"Trinh Hoai Duc, Tuyen Lam Lake, Dalat, Vietnam",9.3,85500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat269,Da Lat,AuAAurora Homestay,https://www.agoda.com/auaaurora-homestay/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/586/5869050/5869050_18102212190068611739.jpg?s=1024x768,"50 Suong Nguyet Anh, Phuong 9, Da Lat, Old Train Station, Dalat, Vietnam",9.2,389610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat271,Da Lat,Tue An Hostel,https://www.agoda.com/tue-an-hostel/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/97074924.jpg?k=1ea004b2cc5bc1a91f33acf4acfce8236000fb9f034a51725cdc67b016045e01&o=,"31A Dao Duy Tu, Da Lat City, Dalat City Center, Dalat, Vietnam",8.2,145455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat272,Da Lat,My Thoa 3,https://www.agoda.com/my-thoa-3/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/123526549.jpg?k=6340066238d5783f770ca0549bb6dfcc94a2890483ef81b37270382eff9bef66&o=,"34 Phan Như Thạch 34, Dalat City Center, Dalat, Vietnam",8.6,212987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat274,Da Lat,The Hangout Home,https://www.agoda.com/the-hangout-home/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=9,https://q-xx.bstatic.com/xdata/images/hotel/840x460/125835110.jpg?k=e370f665ded5e64770cbfe70f4af0706591126bee29265249ead2a87c358eb52&o=,"Lô 181, KQH Phan Đình Phùng, F2, Dalat City Center, Dalat, Vietnam",8.2,272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat275,Da Lat,7S Hotel Richy Dalat,https://www.agoda.com/7s-hotel-richy-dalat/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/6358981/-1/a20df2a6918d6384e5c9a006764b635c.jpg?s=1024x768,"01, An Binh, Ward 3, Dalat City Center, Dalat, Vietnam, 670000",8.2,514286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat276,Da Lat,Bich Khue Hotel,https://www.agoda.com/bich-khue-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix6.agoda.net/hotelImages/100/1001028/1001028_15080510010033662786.jpg?s=1024x768,"281 ( so cu 72 ) Bùi Thị Xuân, Da Lat, Vietnam, Cam Ly Falls, Dalat, Vietnam, 671488",5.8,202098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat277,Da Lat,7S Hotel Suka Dalat,https://www.agoda.com/7s-hotel-suka-dalat/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/649/6495276/6495276_19011915520071519407.jpg?s=1024x768,"10 Nguyen Thi Dinh, Ward 5, Da Lat, Dalat City Center, Dalat, Vietnam, 670000",7.9,405701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat278,Da Lat,Anada Hotel's Suite,https://www.agoda.com/anada-hotel-s-suite/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=1,https://pix5.agoda.net/hotelImages/1985203/-1/bb5d15fb893a104488faeff92c5bf88c.jpg?s=1024x768,"27/2 Phu Dong Thien Vuong, Ward 8, Da lat, Lam Dong, Vietnam, Love Valley / Dream Hill, Dalat, Vietnam, 670000",9.2,890909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat279,Da Lat,Dala Hotel,https://www.agoda.com/dala-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/6431944/-1/b6c94d5021a025049da365ad9dbbee9a.jpg?s=1024x768,"158 Bui Thi Xuan, Phuong 2, TP Da Lat, Dalat City Center, Dalat, Vietnam",8.0,303030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat280,Da Lat,GoGo Dalat Hostel,https://www.agoda.com/gogo-dalat-hostel_2/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/253/2531434/2531434_17071200530054396889.jpg?s=1024x768,"41 Nguyen Luong Bang Street, District 2, Da Lat City, Cam Ly Falls, Dalat, Vietnam, 670000",9.2,227273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat281,Da Lat,The Attica Homestay,https://www.agoda.com/the-attica-homestay/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/637/6377572/6377572_18122023590070544997.jpg?s=1024x768,"67 Nam Ho, ward 11, Old Train Station, Dalat, Vietnam, 67000",8.4,259740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat282,Da Lat,Phu Tho Hotel,https://www.agoda.com/phu-tho-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/876/876798/876798_17053022510053335151.jpg?s=1024x768,"42 HA HUY TAP STREET,WARD 3, DA LAT, Dalat City Center, Dalat, Vietnam, 670000",8.5,242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat283,Da Lat,Sugar Land Villa Hotel,https://www.agoda.com/sugar-land-villa-hotel_2/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/6180219/-1/e9ec925c49e01b8a5a16ceffbe92013e.jpg?s=1024x768,"B34 Golf Valley Area - Ward. 2 - Dalat City - Lam Dong - Vietnam, Dalat City Center, Dalat, Vietnam, 670000",7.9,489048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat292,Da Lat,Arapang 3 Hotel,https://www.agoda.com/arapang-3-hotel_2/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/484/4842528/4842528_18082216340067597525.png?s=1024x768,"08 Phan Nhu Thach, Dalat City Center, Dalat, Vietnam",6.7,342857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat330,Da Lat,Hotel Phuoc Son,https://www.agoda.com/hotel-phuoc-son/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix6.agoda.net/hotelImages/127/1276426/1276426_16081113390045405802.png?s=1024x768,"6G Nam Ky Khoi Nghia street, Da Lat city, Dalat City Center, Dalat, Vietnam",8.0,467532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat331,Da Lat,Bavico Plaza Hotel,https://www.agoda.com/bavico-plaza-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/162/1622107/1622107_16111616290048780885.jpg?s=1024x768,"3 Lê Thị Hồng Gấm, Dalat City Center, Dalat, Vietnam",6.2,1363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat332,Da Lat,Rose Valley Hotel,https://www.agoda.com/rose-valley-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/505/5056546/5056546_18061410310066200231.jpg?s=1024x768,"34 Ngo Thi Si, Ward 4, Dalat City Center, Dalat, Vietnam, 63000",8.2,422078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat333,Da Lat,Thuy Duong Hotel,https://www.agoda.com/thuy-duong-hotel/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=2,https://q-xx.bstatic.com/xdata/images/hotel/840x460/177169409.jpg?k=166dcd3f41aa09152e86c51006f7482171a216780236c33a8e7edd1e554f877e&o=,"19 Phan Như Thạch, Dalat City Center, Dalat, Vietnam",8.3,229437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat334,Da Lat,Dalat Venus Hotel,https://www.agoda.com/dalat-venus-hotel_2/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/3064813/-1/3d71a0c26f848eedd8be416f49a29ed3.jpg?s=1024x768,"41 Nam Ky Khoi Nghia Tel 02633.608084, Dalat City Center, Dalat, Vietnam, 670000",8.0,354978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat335,Da Lat,Elegant Dalat Hotel,https://www.agoda.com/elegant-dalat-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/115/1156897/1156897_15121616220038550194.jpg?s=1024x768,"14 - A5 Huyen Tran Cong Chua, Ward 4, DaLat city, Dalat City Center, Dalat, Vietnam",7.6,273506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat336,Da Lat,The Lake House Dalat,https://www.agoda.com/the-lake-house-dalat_2/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/116116408.jpg?k=4233598c65a740b81612469eea9fccb800882f38bec54e1c873a2728abf358b5&o=,"Tuyen Lam Marina, Ward 3, Tuyen Lam Lake, Dalat, Vietnam",8.5,272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat337,Da Lat,Dragon King 1 Hotel,https://www.agoda.com/dragon-king-1-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix6.agoda.net/hotelImages/185936/-1/346a1548340424c1c0c09b00f19d6518.jpg?s=1024x768,"67 Bui Thi Xuan Street, 2 Ward, Da Lat City, Dalat City Center, Dalat, Vietnam, 670000",8.4,490909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat338,Da Lat,Hotel Phu An,https://www.agoda.com/hotel-phu-an/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/135630793.jpg?k=a79a7959fa2a24ae344f5b297079c682b273e1bb1cd0f444bef14156066edacc&o=,"Hẻm 53 Nguyễn Thị Nghĩa R1-09 Nguyễn Thị Nghĩa Phường 2,TP Đà Lạt, Dalat City Center, Dalat, Vietnam",8.1,254545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat339,Da Lat,V&T HOTEL,https://www.agoda.com/v-t-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=2,https://pix5.agoda.net/hotelImages/572/5724826/5724826_18082421170067655053.jpg?s=1024x768,"223/2 Hai Ba Truong, Phuong 6, Dalat, Cam Ly Falls, Dalat, Vietnam, 670000",9.4,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat340,Da Lat,7S Hotel President Dalat,https://www.agoda.com/7s-hotel-president-dalat/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/712/7126424/7126424_19050211570074199395.jpg?s=1024x768,"17 Tran Binh Trong, phuong 6, Da Lat, Lam Dong, Dalat City Center, Dalat, Vietnam, 670000",4.8,519481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat341,Da Lat,7S Hotel DT Dalat,https://www.agoda.com/7s-hotel-d-t-dalat_2/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix6.agoda.net/hotelImages/876/8769563/8769563_19081610550079476928.jpg?s=1024x768,"21/2 Trần Phú, Đà Lạt, Dalat City Center, Dalat, Vietnam, 670000",7.1,524286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat342,Da Lat,King Villa,https://www.agoda.com/king-villa/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://pix5.agoda.net/hotelImages/670/6703658/6703658_19022613280072528137.jpg?s=1024x768,"1A/2/1 Nguyen Trai, phuong 09, Thanh Pho Da Lat, tinh Lam Dong, Old Train Station, Dalat, Vietnam",6.8,519481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat343,Da Lat,Forelsket Homestay,https://www.agoda.com/forelsket-homestay/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/169932480.jpg?k=eb8e8176cad76f05f3443f45c5c2fe1e0c8fbcff3064089b1be46687981d0af5&o=,"27/2 Le Hong Phong, Dalat City Center, Dalat, Vietnam",8.6,155844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat344,Da Lat,Dalat Wind,https://www.agoda.com/dalat-wind/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/133510259.jpg?k=a8fad92d96fa2ab633f6193f9bc4a83a3053c08eca93c782dfad9d8388ecbf55&o=,"Lot R2 03-04. Golf Valley, Ward 2, Dalat City Center, Dalat, Vietnam",8.0,432900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat345,Da Lat,Hostel Phuong Nga,https://www.agoda.com/hostel-phuong-nga/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1&tspTypes=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/123410040.jpg?k=cacecb88c3003668ac8f67a1c08b4815af0129ea955126367230b0f7de8e7d94&o=,"1/6 Le Hong Phong, Dalat City Center, Dalat, Vietnam",9.1,257143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat346,Da Lat,Phuong Vy 2,https://www.agoda.com/phuong-vy-2/hotel/all/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/max500/76315781.jpg?k=b31a18de0e993b1085aee4f70e2046028bf84fd18eb0035cc3f31c648f95d4f5&o=,"8/8 Dao Duy Tu, Ward 4, Da Lat, Lam Dong, Dalat City Center, Dalat, Vietnam",8.6,161905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaLat348,Da Lat,Phuong Vy Luxury Hotel,https://www.agoda.com/phuong-vy-luxury-hotel/hotel/dalat-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=9657148f-d4c9-4119-bbb1-15c19c20e1db&travellerType=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/104154731.jpg?k=06de987a52352990bcf97f118a4decf7a0885f0dc6b74f559146d9cfc722aa40&o=,"Lo 12,13 KQH Pham Ngu Lao, Dalat City Center, Dalat, Vietnam",7.9,222511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
